transaction_id,transaction_date,transaction_time,store_id,customer_id,product_id,quantity,unit_price,discount_pct,total_amount,payment_method
TXN0005990,01/05/2025,17:45:11,NS008,C00231,P0032,3,799,5,2277.15,Wallet
TXN0000398,24-12-2025,18:30:59,NS015,C00270,P0042,1,299,0,299.0,Credit Card
TXN0003960,07/08/2025,13:39:18,NS001,C00329,P0030,2,399,0,798.0,Credit Card
TXN0000895,2025-11-07,13:02:25,NS014,C00347,P0043,1,349,20,279.2,Debit Card
TXN0000854,2025-01-12,14:23:24,NS001,C00503,P0028,4,25,15,85.0,Cash
TXN0002680,2025-11-05,19:29:43,NS012,C00342,P0041,1,249,15,211.65,Credit Card
TXN0000209,2025-01-03,20:11:25,NS006,C00010,P0007,2,799,20,1278.4,UPI
TXN0002447,2025-01-05,21:11:34,NS009,C00519,P0001,4,2499,0,9996.0,Cash
TXN0002900,2025-07-09,16:47:31,NS014,C00303,P0003,1,4999,0,4999.0,Credit Card
TXN0005173,2025-02-19,15:03:16,NS012,C00363,P0048,3,399,15,1017.45,Credit Card
TXN0002944,22/06/2025,11:31:25,NS008,C00438,P0034,4,299,20,956.8,Debit Card
TXN0002949,09/27/2025,13:18:11,NS012,C00204,P0027,3,249,20,597.6,Wallet
TXN0004920,27-02-2025,09:51:18,NS003,C00349,P0040,3,599,0,1797.0,Cash
TXN0000105,07/19/2025,12:08:55,NS004,C00318,P0028,4,25,0,100.0,Wallet
TXN0004843,2025-08-25,21:52:14,NS001,C00464,P0043,2,349,20,558.4,Credit Card
TXN0000048,24/03/2025,18:04:19,NS002,C00405,P0045,1,499,0,499.0,Wallet
TXN0001766,2025-07-16,10:29:59,NS010,C00418,P0012,1,1499,10,1349.1,Debit Card
TXN0001682,2025-08-06,21:49:14,NS001,C00005,P0037,3,699,0,2097.0,Wallet
TXN0004098,03/17/2025,15:58:50,NS005,C00252,P0020,3,3999,5,11397.15,Debit Card
TXN0004696,2025-09-02,16:30:13,NS013,C00085,P0010,1,599,10,539.1,
TXN0006223,20/09/2025,13:09:29,NS014,C00114,P0048,4,399,15,1356.6,Credit Card
TXN0004664,2025-04-11,13:10:22,NS006,C00009,P0015,2,1799,0,3598.0,UPI
TXN0005973,2025-12-30,13:31:29,NS011,C00192,P0032,3,799,15,2037.45,Wallet
TXN0000788,2025-02-08,19:01:19,NS013,C00036,P0008,3,3499,0,10497.0,Credit Card
TXN0006100,18-09-2025,20:11:15,NS003,C00272,P0041,1,249,15,211.65,Wallet
TXN0004393,2025-07-14,15:03:27,NS008,C00243,P0032,2,799,0,1598.0,Cash
TXN0003026,10/22/2025,17:32:34,NS006,C00026,P0006,1,399,10,359.1,Credit Card
TXN0005089,2025-10-07,13:18:30,NS015,C00504,P0006,1,399,5,379.05,Cash
TXN0003494,11/12/2025,18:21:32,NS011,C00423,P0009,3,2199,0,6597.0,Wallet
TXN0000870,2025-03-14,12:57:28,NS005,C00499,P0026,2,299,20,478.4,Credit Card
TXN0002410,22/05/2025,11:55:53,NS015,C00238,P0013,2,1299,0,2598.0,Wallet
TXN0001997,2025-07-07,15:55:00,NS008,C00024,P0043,1,349,0,349.0,Credit Card
TXN0005325,2025-03-07,21:34:13,NS009,C00359,P0006,2,399,0,798.0,Credit Card
TXN0001082,2025-07-21,14:18:29,NS002,C00335,P0021,1,599,0,599.0,UPI
TXN0000139,2025-06-20,16:12:09,NS015,C00195,P0001,1,2499,10,2249.1,Debit Card
TXN0002612,2025-08-26,17:35:34,NS003,C00412,P0003,1,4999,0,4999.0,Debit Card
TXN0000548,10/15/2025,10:13:47,NS009,C00379,P0020,2,3999,10,7198.2,Debit Card
TXN0001181,2025-09-11,10:39:06,NS007,C00326,P0042,1,299,0,299.0,Credit Card
TXN0004279,15/05/2025,09:59:51,NS009,C00469,P0014,2,899,0,1798.0,Cash
TXN0002856,2025-05-27,16:52:15,NS012,C00279,P0027,2,249,5,473.1,Credit Card
TXN0003631,2025-09-01,12:44:01,NS005,C00063,P0011,2,599,15,1018.3,Cash
TXN0001001,25/01/2025,12:15:37,NS002,C00203,P0032,2,799,0,1598.0,Debit Card
TXN0005645,12/02/2025,13:37:38,NS008,C00352,P0014,3 pcs,899,0,2697.0,Cash
TXN0003069,29-01-2025,18:18:12,NS003,C00111,P0046,3,199,0,597.0,Cash
TXN0006435,2025-03-16,09:40:04,NS008,C00088,P0039,3,179,10,483.3,Debit Card
TXN0004486,03-01-2025,20:44:24,NS008,C00472,P0019,1,799,15,679.15,Cash
TXN0004933,06/03/2025,16:53:23,NS007,C00237,P0037,2,699,0,1398.0,Credit Card
TXN0004270,04/22/2025,17:16:12,NS005,C00077,P0013,2,1299,20,2078.4,Cash
TXN0003718,2025-09-08,20:00:30,NS009,C00096,P0048,1,399,20,319.2,UPI
TXN0000050,2025-05-20,14:21:13,NS008,C00337,P0002,3,3299,0,9897.0,Cash
TXN0001694,2025-07-11,18:25:10,NS009,C00163,P0012,1,1499,10,1349.1,Cash
TXN0000875,21-06-2025,16:22:39,NS006,C00292,P0024,1,449,0,449.0,Debit Card
TXN0004108,22/02/2025,09:26:28,NS011,C00077,P0002,1,3299,20,2639.2,Wallet
TXN0000787,2025-08-16,18:10:06,NS001,C00377,P0014,2,899,15,1528.3,Credit Card
TXN0000006,05/13/2025,21:22:49,NS001,C00274,P0010,3,599,0,1797.0,Cash
TXN0000662,2025-07-01,15:06:54,NS012,C00301,P0040,3,599,0,1797.0,Credit Card
TXN0000468,2025-01-18,10:52:50,NS007,C00411,P0009,3,2199,0,6597.0,Cash
TXN0000650,2025-10-30,13:06:49,NS014,C00500,P0036,3,349,15,889.95,Wallet
TXN0000595,2025-05-08,18:37:24,NS001,C00104,P0004,3,1499,10,4047.3,Credit Card
TXN0001212,02/12/2025,21:54:04,NS010,C00397,P0016,1,999,5,949.05,Credit Card
TXN0006471,2025-07-28,10:19:51,NS007,C00177,P0044,1,279,0,279.0,Cash
TXN0004500,2025-12-25,12:06:29,NS005,C00035,P0009,3,2199,0,6597.0,Cash
TXN0002049,03-09-2025,17:45:16,NS002,C00503,P0043,3,349,0,1047.0,Debit Card
TXN0001308,08/03/2025,15:21:56,NS001,C00417,P0017,4,1199,0,4796.0,Cash
TXN0000547,2025-09-13,20:10:43,NS007,C00262,P0026,1,299,0,299.0,Debit Card
TXN0004626,2025-11-30,20:19:09,NS015,C00359,P0002,4,3299,5,12536.2,UPI
TXN0003524,04-03-2025,18:50:29,NS013,C00014,P0003,1,4999,0,4999.0,Wallet
TXN0002732,2025-09-07,19:35:38,NS006,C00212,P0004,1,1499,0,1499.0,Cash
TXN0003488,05/07/2025,12:51:24,NS001,C00431,P0010,2,599,0,1198.0,Cash
TXN0001486,2025-11-24,16:31:10,NS007,C00278,P0035,3,449,0,1347.0,Wallet
TXN0005306,06/22/2025,16:33:38,NS001,C00517,P0022,1,189,15,160.65,Wallet
TXN0003179,22/08/2025,21:10:02,NS005,C00519,P0031,1,1299,0,1299.0,Credit Card
TXN0004499,2025-04-17,21:18:38,NS003,C00527,P0027,1,249,0,249.0,Debit Card
TXN0006339,02-03-2025,20:36:35,NS014,C00369,P0013,2,1299,20,2078.4,UPI
TXN0006153,2025-04-02,12:31:12,NS002,C00423,P0034,1,299,5,284.05,UPI
TXN0000988,11/22/2025,17:11:08,NS002,C00063,P0018,1,2499,0,2499.0,Debit Card
TXN0002554,28/04/2025,10:30:49,NS011,C00028,P0014,3,899,0,2697.0,Credit Card
TXN0004751,21-03-2025,20:17:13,NS008,C00316,P0010,3,599,0,1797.0,UPI
TXN0005579,02/10/2025,12:59:57,NS004,C00088,P0026,2,299,0,598.0,Debit Card
TXN0000400,2025-05-01,21:36:57,NS010,C00037,P0023,1,159,15,135.15,Wallet
TXN0006253,2025-07-04,21:04:10,NS004,C00299,P0002,1,3299,0,3299.0,Credit Card
TXN0005754,2025-05-30,18:25:42,NS007,C00442,P0043,2,349,0,698.0,Cash
TXN0005470,2025-10-12,18:08:55,NS002,C00018,P0031,3,1299,15,3312.45,Credit Card
TXN0001870,06-09-2025,18:56:31,NS003,C00280,P0022,2,189,5,359.1,Cash
TXN0001256,2025-01-23,10:51:27,NS010,C00322,P0044,1,279,0,279.0,
TXN0003080,2025-10-08,20:41:04,NS008,C00217,P0025,2,49,20,78.4,Cash
TXN0001780,04/09/2025,14:54:25,NS002,C00014,P0004,2 pcs,1499,20,2398.4,
TXN0001846,2025-10-21,14:38:31,NS011,C00214,P0007,3,799,0,2397.0,Wallet
TXN0000119,13-07-2025,12:23:58,NS004,C00205,P0006,1,399,15,339.15,Cash
TXN0005985,2025-08-01,19:45:58,NS013,C00455,P0012,1,1499,0,1499.0,UPI
TXN0003922,2025-08-01,17:37:08,NS015,C00053,P0001,2,2499,10,4498.2,Wallet
TXN0005689,24/01/2025,18:57:41,NS001,C00206,P0033,3,999,10,2697.3,Debit Card
TXN0004321,22/09/2025,13:06:18,NS011,C00021,P0013,2,1299,0,2598.0,Credit Card
TXN0002564,2025-07-04,12:38:45,NS004,C00257,P0043,1,349,20,279.2,Cash
TXN0003357,27-11-2025,12:31:31,NS010,C00254,P0041,3,249,0,747.0,Cash
TXN0002538,01/06/2025,17:29:33,NS004,C00071,P0002,2,3299,0,6598.0,Credit Card
TXN0005787,2025-01-21,19:25:40,NS005,C00206,P0011,1,599,20,479.2,Credit Card
TXN0000801,12/07/2025,20:14:43,NS012,C00343,P0032,1,799,10,719.1,Credit Card
TXN0003967,2025-08-26,13:16:34,NS003,C00293,P0013,3,1299,10,3507.3,Cash
TXN0000472,04/24/2025,17:17:30,NS005,C00519,P0016,2,999,0,1998.0,Debit Card
TXN0003020,04-05-2025,14:22:39,NS006,C00373,P0028,2,25,0,50.0,Debit Card
TXN0003935,2025-01-26,13:02:01,NS005,C00423,P0017,3,1199,5,3417.15,Wallet
TXN0001892,12-01-2025,09:43:30,NS007,C00082,P0010,2,599,15,1018.3,Cash
TXN0006426,2025-12-30,16:48:07,NS011,C00167,P0024,1,449,15,381.65,Wallet
TXN0001770,13/04/2025,20:12:48,NS010,C00087,P0010,2,599,15,1018.3,Cash
TXN0004980,2025-09-29,16:20:25,NS009,C00262,P0038,2,149,10,268.2,Cash
TXN0005809,2025-11-20,12:53:47,NS011,C00440,P0002,2,3299,0,6598.0,Cash
TXN0000471,2025-05-21,10:16:41,NS010,C00483,P0025,2,49,15,83.3,Cash
TXN0000777,13/01/2025,20:26:35,NS002,C00042,P0013,3,1299,0,3897.0,UPI
TXN0002995,03-07-2025,15:22:16,NS001,C00251,P0002,2,3299,0,6598.0,Credit Card
TXN0006320,2025-02-11,21:18:56,NS014,C00101,P0036,3,349,0,1047.0,Credit Card
TXN0003629,31-01-2025,14:12:37,NS012,C00147,P0023,3,159,0,477.0,Debit Card
TXN0004795,2025-04-02,11:06:51,NS006,C00357,P0016,1,999,10,899.1,Cash
TXN0000375,2025-09-11,19:40:54,NS003,C00309,P0041,2,249,0,498.0,Debit Card
TXN0001703,2025-09-28,16:42:02,NS006,C00410,P0018,4,2499,0,9996.0,Debit Card
TXN0002902,2025-06-24,20:24:53,NS001,C00001,P0034,2,299,5,568.1,Wallet
TXN0005195,07/28/2025,15:53:09,NS015,C00406,P0026,2,299,10,538.2,Credit Card
TXN0002488,2025-06-27,10:25:03,NS003,C00255,P0009,2,2199,0,4398.0,Cash
TXN0002271,2025-01-25,12:53:07,NS015,C00458,P0020,3,3999,10,10797.3,Debit Card
TXN0002511,2025-09-15,19:41:28,NS004,C00151,P0002,3,3299,0,9897.0,UPI
TXN0001104,2025-03-31,19:13:12,NS008,C00223,P0037,3,699,0,2097.0,Cash
TXN0001796,11/06/2025,13:16:54,NS001,C00516,P0033,1,999,15,849.15,Debit Card
TXN0003018,2025-07-04,10:18:52,NS006,C00116,P0045,3,499,0,1497.0,Credit Card
TXN0000236,2025-03-01,14:40:38,NS006,C00333,P0006,5,399,5,1895.25,
TXN0005485,2025-03-24,19:40:35,NS014,C00080,P0038,1,149,20,119.2,Debit Card
TXN0002164,05/01/2025,18:21:04,NS007,C00506,P0004,2,1499,10,2698.2,Cash
TXN0005166,2025-01-27,10:20:27,NS010,C00335,P0038,1,149,20,119.2,Cash
TXN0003992,2025-06-12,18:13:23,NS004,C00065,P0043,1,349,0,349.0,Cash
TXN0005677,09/08/2025,13:31:35,NS003,C00323,P0027,2,249,5,473.1,UPI
TXN0001652,2025-12-28,19:09:30,NS002,C00109,P0049,1,199,20,159.2,Credit Card
TXN0003501,2025-12-19,16:53:06,NS010,C00351,P0004,3,1499,0,4497.0,Cash
TXN0004007,13-10-2025,10:24:03,NS006,C00022,P0005,3,1899,20,4557.6,Credit Card
TXN0005687,01/05/2025,20:59:33,NS011,C00449,P0002,3,3299,15,8412.45,UPI
TXN0002056,2025-11-17,09:26:37,NS003,C00429,P0021,2,599,10,1078.2,Cash
TXN0004177,06-06-2025,11:27:32,NS003,C00241,P0040,3,599,10,1617.3,Credit Card
TXN0005376,08/14/2025,11:13:26,NS011,C00167,P0031,1,1299,0,1299.0,Cash
TXN0003583,2025-02-11,18:48:20,NS006,C00262,P0048,1,399,0,399.0,Wallet
TXN0001232,07/26/2025,09:23:52,NS014,C00286,P0022,5,189,15,803.25,Debit Card
TXN0005415,2025-08-31,19:12:29,NS001,C00148,P0017,3,1199,15,3057.45,Wallet
TXN0006309,2025-09-30,12:27:51,NS012,C00422,P0025,1,49,0,49.0,UPI
TXN0000601,22-07-2025,21:03:53,NS009,C00062,P0033,2,999,0,1998.0,Wallet
TXN0002155,2025-10-22,11:25:22,NS003,C00472,P0017,1,1199,15,1019.15,Debit Card
TXN0002036,2025-11-04,20:28:37,NS010,C00147,P0015,1,1799,5,1709.05,Credit Card
TXN0001234,01/07/2025,15:58:23,NS005,C00089,P0046,1,199,0,199.0,Credit Card
TXN0001320,02/12/2025,14:17:43,NS003,C00104,P0044,3,279,0,837.0,Wallet
TXN0001781,11/04/2025,10:31:22,NS001,C00232,P0027,1,249,0,249.0,Cash
TXN0003428,2025-06-24,16:36:30,NS011,C00214,P0025,2,49,15,83.3,Cash
TXN0004967,2025-11-05,14:22:57,NS010,C00055,P0014,2,899,10,1618.2,UPI
TXN0005730,2025-06-15,16:14:00,NS012,C00105,P0033,1,999,20,799.2,UPI
TXN0004939,2025-07-05,11:10:16,NS002,C00169,P0021,1,599,0,599.0,Wallet
TXN0005180,2025-11-13,17:54:23,NS011,C00382,P0045,2,499,15,848.3,Credit Card
TXN0000063,31-10-2025,14:53:16,NS004,C00111,P0031,1,1299,10,1169.1,
TXN0006069,2025-05-04,09:41:09,NS008,C00526,P0028,2,25,5,47.5,Wallet
TXN0005374,03-12-2025,13:13:35,NS015,C00179,P0035,3 pcs,449,0,1347.0,Credit Card
TXN0005375,2025-01-09,11:19:30,NS009,C00448,P0044,3,279,0,837.0,Credit Card
TXN0005749,2025-04-22,20:50:35,NS002,C00375,P0028,2,25,0,50.0,Cash
TXN0006400,2025-11-15,16:22:07,NS009,C00031,P0044,1,279,20,223.2,Credit Card
TXN0001456,2025-09-25,19:52:17,NS004,C00077,P0040,1,599,20,479.2,Wallet
TXN0004370,30/08/2025,12:00:56,NS014,C00351,P0044,2,279,0,558.0,Cash
TXN0001462,24-10-2025,09:28:17,NS011,C00487,P0010,3,599,15,1527.45,Debit Card
TXN0002393,2025-04-20,16:12:32,NS001,C00347,P0010,1,599,0,599.0,Wallet
TXN0005700,12/18/2025,11:11:32,NS012,C00309,P0028,2,25,0,50.0,Wallet
TXN0002334,01-01-2025,10:33:13,NS003,C00252,P0024,1,449,0,449.0,Debit Card
TXN0001636,2025-03-20,13:27:48,NS012,C00379,P0050,2,1499,15,2548.3,Debit Card
TXN0003106,11-07-2025,19:41:03,NS006,C00334,P0031,3,1299,20,3117.6,Debit Card
TXN0000628,18/06/2025,16:42:37,NS009,C00530,P0037,2,699,0,1398.0,Credit Card
TXN0001049,2025-10-24,11:55:25,NS005,C00523,P0003,1,4999,15,4249.15,Credit Card
TXN0001987,01-09-2025,14:31:24,NS005,C00439,P0013,3,1299,0,3897.0,UPI
TXN0004805,2025-07-13,13:36:45,NS010,C00356,P0044,1,279,5,265.05,UPI
TXN0003552,2025-10-23,13:39:56,NS006,C00142,P0018,2,2499,20,3998.4,Cash
TXN0001472,24/02/2025,15:55:15,NS001,C00153,P0029,2,199,0,398.0,
TXN0001459,2025-12-26,14:44:52,NS007,C00394,P0049,1,199,10,179.1,Wallet
TXN0006327,06/08/2025,09:12:35,NS015,C00377,P0010,3,599,10,1617.3,Debit Card
TXN0000715,2025-12-07,20:33:13,NS004,C00223,P0046,2,199,0,398.0,Wallet
TXN0001548,22/12/2025,09:59:59,NS003,C00036,P0003,3,4999,10,13497.3,UPI
TXN0004703,2025-05-20,11:42:45,NS013,C00457,P0004,1,1499,0,1499.0,Wallet
TXN0005077,2025-09-19,21:53:25,NS014,C00447,P0022,3,189,0,567.0,Debit Card
TXN0004460,02-11-2025,17:39:43,NS012,C00099,P0018,3,2499,5,7122.15,Wallet
TXN0000084,2025-05-07,21:17:55,NS003,C00521,P0038,2,149,0,298.0,Cash
TXN0003082,03/18/2025,14:36:12,NS015,C00378,P0030,1,399,20,319.2,Debit Card
TXN0000068,14/11/2025,14:41:43,NS013,C00027,P0030,3,399,10,1077.3,Wallet
TXN0004715,18/09/2025,20:56:05,NS006,C00348,P0022,1,189,5,179.55,Wallet
TXN0002041,14-01-2025,11:35:05,NS014,C00329,P0031,3,1299,0,3897.0,Debit Card
TXN0002510,2025-08-09,19:38:50,NS006,C00412,P0014,3,899,0,2697.0,Cash
TXN0004062,20/02/2025,15:08:06,NS001,C00520,P0043,3,349,15,889.95,UPI
TXN0001191,10/07/2025,15:31:00,NS001,C00026,P0039,3,179,5,510.15,
TXN0004970,2025-02-07,19:28:37,NS001,C00285,P0023,2,159,0,318.0,UPI
TXN0002726,19-08-2025,16:41:02,NS005,C00107,P0007,2,799,20,1278.4,
TXN0000738,2025-12-07,10:03:45,NS003,C00205,P0048,1,399,0,399.0,Cash
TXN0006358,2025-10-11,20:26:03,NS008,C00407,P0012,1,1499,0,1499.0,Wallet
TXN0005773,19/09/2025,12:26:39,NS004,C00048,P0023,3,159,5,453.15,Debit Card
TXN0000707,2025-06-12,19:04:26,NS009,C00018,P0040,3,599,0,1797.0,Credit Card
TXN0001607,24-03-2025,14:19:12,NS011,C00286,P0006,3,399,0,1197.0,UPI
TXN0006192,13/02/2025,12:30:03,NS003,C00442,P0047,1,449,15,381.65,Debit Card
TXN0003353,2025-03-28,13:38:57,NS005,C00020,P0049,1,199,10,179.1,Cash
TXN0002579,2025-11-11,13:16:19,NS011,C00533,P0018,1,2499,15,2124.15,Wallet
TXN0003206,2025-01-06,12:47:25,NS011,C00209,P0004,1,1499,10,1349.1,UPI
TXN0005080,05/07/2025,15:42:23,NS002,C00096,P0034,1,299,10,269.1,Debit Card
TXN0003608,2025-02-13,21:38:31,NS014,C00312,P0030,2,399,5,758.1,Debit Card
TXN0000270,2025-02-25,14:38:49,NS014,C00344,P0002,1,3299,5,3134.05,UPI
TXN0001307,2025-09-12,11:44:56,NS002,C00250,P0024,3,449,0,1347.0,Cash
TXN0006216,2025-03-24,15:53:58,NS015,C00476,P0008,3,3499,0,10497.0,Cash
TXN0000526,2025-07-08,17:52:00,NS010,C00408,P0005,3,1899,0,5697.0,UPI
TXN0002753,26/03/2025,20:45:13,NS009,C00086,P0015,1,1799,0,1799.0,Credit Card
TXN0000177,11/04/2025,09:23:46,NS014,C00105,P0044,1,279,15,237.15,Debit Card
TXN0005721,12/11/2025,09:49:53,NS004,C00522,P0001,1,2499,10,2249.1,Credit Card
TXN0003365,2025-09-29,12:50:55,NS009,C00493,P0008,2,3499,0,6998.0,Credit Card
TXN0000710,18/12/2025,16:58:47,NS004,C00503,P0040,2,599,10,1078.2,Debit Card
TXN0001692,03/29/2025,14:44:27,NS012,C00490,P0009,4,2199,0,8796.0,Cash
TXN0002149,2025-01-27,13:11:58,NS013,C00201,P0037,1,699,20,559.2,Debit Card
TXN0000488,05/10/2025,12:04:37,NS003,C00106,P0047,2,449,5,853.1,UPI
TXN0003714,2025-11-02,13:25:25,NS015,C00423,P0039,4,179,5,680.2,Debit Card
TXN0000637,04-11-2025,18:55:33,NS009,C00049,P0035,2,449,0,898.0,Wallet
TXN0002253,09/22/2025,15:28:37,NS009,C00265,P0030,1,399,15,339.15,Cash
TXN0004185,2025-09-25,13:50:33,NS003,C00300,P0003,2,4999,0,9998.0,Wallet
TXN0005542,2025-12-20,21:22:13,NS003,C00253,P0041,2,249,5,473.1,Credit Card
TXN0004308,2025-04-20,10:40:10,NS007,C00010,P0033,4,999,10,3596.4,Credit Card
TXN0004362,30/09/2025,15:51:47,NS011,C00003,P0032,3,799,0,2397.0,UPI
TXN0001546,2025-08-03,17:53:39,NS001,C00037,P0013,3,1299,15,3312.45,Wallet
TXN0000594,2025-05-05,20:30:46,NS010,C00482,P0003,3,4999,15,12747.45,Debit Card
TXN0005642,20/07/2025,14:06:43,NS002,C00272,P0027,2,249,20,398.4,Wallet
TXN0004136,2025-06-16,12:46:06,NS005,C00307,P0017,3,1199,5,3417.15,Cash
TXN0001306,2025-03-07,12:03:17,NS015,C00153,P0015,1,1799,0,1799.0,Debit Card
TXN0001831,10/17/2025,15:18:16,NS001,C00191,P0036,1,349,10,314.1,UPI
TXN0005443,2025-12-18,09:02:34,NS014,C00144,P0012,1,1499,0,1499.0,Credit Card
TXN0003778,2025-02-13,10:30:15,NS001,C00437,P0045,1,499,0,499.0,Wallet
TXN0006172,27/02/2025,16:52:23,NS007,C00440,P0025,1,49,15,41.65,UPI
TXN0002347,05-01-2025,12:58:19,NS009,C00006,P0005,3,1899,0,5697.0,Debit Card
TXN0006019,2025-09-25,09:02:39,NS005,C00460,P0040,3,599,5,1707.15,Debit Card
TXN0004395,14-11-2025,17:46:02,NS012,C00108,P0042,1,299,20,239.2,Cash
TXN0000457,05/09/2025,11:56:19,NS014,C00238,P0019,3,799,20,1917.6,Debit Card
TXN0005482,2025-06-13,13:06:30,NS011,C00068,P0033,2,999,0,1998.0,
TXN0003332,30/07/2025,14:07:29,NS006,C00507,P0014,2,899,0,1798.0,Wallet
TXN0001380,2025-06-14,20:23:37,NS008,C00009,P0012,3,1499,10,4047.3,Cash
TXN0003894,23-09-2025,21:57:27,NS002,C00435,P0012,3,1499,20,3597.6,Cash
TXN0003247,2025-04-18,14:51:39,NS015,C00529,P0047,2,449,10,808.2,Cash
TXN0004502,24/05/2025,09:11:41,NS015,C00385,P0014,2,899,10,1618.2,Debit Card
TXN0003437,17/08/2025,15:58:43,NS015,C00372,P0050,3,1499,20,3597.6,UPI
TXN0005586,30/07/2025,17:46:07,NS001,C00481,P0041,3,249,15,634.95,UPI
TXN0004441,28/11/2025,14:12:52,NS014,C00005,P0038,1,149,20,119.2,Credit Card
TXN0006373,22/04/2025,10:52:32,NS001,C00093,P0009,3,2199,0,6597.0,
TXN0002241,10/08/2025,15:38:11,NS013,C00172,P0037,3,699,0,2097.0,UPI
TXN0005890,2025-01-02,17:05:06,NS007,C00260,P0017,1,1199,0,1199.0,Debit Card
TXN0003934,2025-10-20,13:50:50,NS005,C00444,P0023,2,159,5,302.1,Cash
TXN0000608,01-07-2025,20:55:36,NS003,C00194,P0050,1,1499,0,1499.0,Credit Card
TXN0004122,11/06/2025,16:31:42,NS006,C00167,P0045,3,499,0,1497.0,Wallet
TXN0004811,17/09/2025,12:10:30,NS002,C00025,P0020,2,3999,0,7998.0,Credit Card
TXN0003185,11/02/2025,14:16:01,NS007,C00234,P0034,2,299,15,508.3,Debit Card
TXN0002727,03-10-2025,10:23:50,NS010,C00432,P0041,2,249,15,423.3,Debit Card
TXN0002607,28/07/2025,20:26:06,NS012,C00200,P0008,2,3499,0,6998.0,Credit Card
TXN0004953,2025-03-27,18:51:34,NS010,C00443,P0039,1,179,0,179.0,UPI
TXN0005366,16/08/2025,16:56:04,NS008,C00469,P0021,2,599,15,1018.3,Wallet
TXN0006162,17/09/2025,09:13:58,NS005,C00148,P0001,3,2499,15,6372.45,Wallet
TXN0005835,2025-08-28,13:58:30,NS008,C00443,P0014,1,899,15,764.15,Credit Card
TXN0003616,2025-02-05,13:34:54,NS006,C00451,P0036,3,349,15,889.95,Debit Card
TXN0005535,2025-10-09,19:39:34,NS003,C00080,P0035,3,449,0,1347.0,Credit Card
TXN0005170,2025-03-16,14:08:34,NS008,C00532,P0038,5,149,15,633.25,UPI
TXN0004884,2025-06-22,14:37:41,NS001,C00321,P0040,2,599,10,1078.2,Debit Card
TXN0001618,08/29/2025,11:08:57,NS004,C00394,P0017,2,1199,20,1918.4,Cash
TXN0005766,13-06-2025,15:12:34,NS001,C00411,P0028,1,25,15,21.25,Debit Card
TXN0002050,2025-07-31,10:56:21,NS015,C00216,P0034,1,299,0,299.0,Cash
TXN0001370,08/24/2025,20:36:33,NS009,C00487,P0042,5,299,15,1270.75,Credit Card
TXN0005153,2025-01-05,18:51:37,NS015,C00524,P0028,4,25,0,100.0,
TXN0002027,13/03/2025,12:02:17,NS001,C00144,P0039,2,179,15,304.3,UPI
TXN0003791,07/06/2025,14:27:41,NS006,C00519,P0003,2,4999,15,8498.3,UPI
TXN0005019,2025-11-28,20:01:46,NS001,C00160,P0042,1,299,5,284.05,UPI
TXN0001296,20/02/2025,18:46:42,NS003,C00070,P0023,3,159,0,477.0,Wallet
TXN0002751,2025-12-30,10:12:13,NS010,C00443,P0045,1 pcs,499,20,399.2,Debit Card
TXN0002368,18-06-2025,14:29:13,NS010,C00322,P0010,1,599,0,599.0,Wallet
TXN0000225,2025-02-27,09:43:35,NS013,C00134,P0022,2,189,10,340.2,Wallet
TXN0005572,2025-02-15,16:57:16,NS001,C00001,P0045,1,499,0,499.0,Cash
TXN0001681,08-12-2025,19:58:25,NS005,C00393,P0007,1,799,0,799.0,
TXN0004391,20/01/2025,09:51:18,NS003,C00241,P0007,2,799,20,1278.4,UPI
TXN0005507,11-07-2025,20:54:03,NS010,C00257,P0007,2,799,0,1598.0,Debit Card
TXN0005459,2025-01-29,18:41:43,NS007,C00231,P0006,2,399,10,718.2,Credit Card
TXN0002424,21/08/2025,18:57:23,NS014,C00307,P0031,2,1299,0,2598.0,Cash
TXN0003451,16-09-2025,13:18:05,NS009,C00309,P0016,2,999,15,1698.3,Cash
TXN0006051,10/12/2025,16:21:04,NS012,C00520,P0045,3,499,10,1347.3,UPI
TXN0005433,2025-08-29,18:28:04,NS002,C00237,P0008,2,3499,15,5948.3,Wallet
TXN0001557,03/14/2025,19:46:01,NS010,C00279,P0020,3,3999,20,9597.6,Debit Card
TXN0003033,2025-05-30,11:46:52,NS007,C00315,P0018,1,2499,5,2374.05,Debit Card
TXN0004154,2025-11-12,10:55:09,NS003,C00524,P0015,1,1799,20,1439.2,Wallet
TXN0000415,05/04/2025,17:03:42,NS005,C00033,P0035,3,449,0,1347.0,Wallet
TXN0002305,20-06-2025,14:23:12,NS014,C00056,P0005,2,1899,0,3798.0,Cash
TXN0004973,22/12/2025,13:54:48,NS013,C00524,P0040,2,599,0,1198.0,Cash
TXN0002925,2025-08-28,09:48:02,NS012,C00211,P0041,2 pcs,249,0,498.0,Credit Card
TXN0003789,2025-01-22,13:21:35,NS005,C00035,P0042,3,299,0,897.0,UPI
TXN0005728,2025-01-21,15:44:39,NS009,C00417,P0017,2,1199,5,2278.1,Wallet
TXN0004072,2025-11-24,16:46:35,NS001,C00217,P0029,3,199,0,597.0,Credit Card
TXN0004360,2025-08-12,19:03:04,NS014,C00526,P0040,1,599,0,599.0,Credit Card
TXN0001194,2025-06-11,14:31:48,NS008,C00349,P0035,1,449,20,359.2,Credit Card
