inventory_id,snapshot_date,store_id,product_id,opening_stock,units_sold,units_received,closing_stock
INV0001287,2025-03-01,NS007,P0023,111,41,34,104
INV0001108,2025-03-01,NS002,P0039,165,8,37,194
INV0003635,2025-07-01,NS014,P0026,47,22,14,39
INV0003860,2025-08-01,NS006,P0044,58,32,67,93
INV0005728,2025-11-01,NS014,P0031,165,25,49,189
INV0004261,2025-09-01,NS002,P0050,110,73,79,116
INV0001649,2025-04-01,NS003,P0036,180,107,22,95
INV0003026,2025-06-01,NS012,P0040,168,9,27,186
INV0002955,2025-06-01,NS010,P0044,74,28,75,121
INV0004677,2025-09-01,NS014,P0028,53,47,32,38
INV0003928,2025-08-01,NS008,P0001,27,6,,41
INV0005082,2025-10-01,NS011,P0018,22,2,60,80
INV0003074,2025-06-01,NS013,P0026,159,148,85,96
INV0005748,2025-11-01,NS015,P0013,193,25,7,175
INV0003674,2025-07-01,NS015,P0039,123,2,62,183
INV0001235,2025-03-01,NS006,P0015,133,89,26,70
INV0004382,2025-09-01,NS006,P0034,132,114,26,44
INV0000585,2025-02-01,NS002,P0029,52,1,55,106
INV0000521,2025-01-01,NS015,P0001,75,42,17,50
INV0005298,2025-11-01,NS002,P0034,23,8,73,88
INV0006172,2025-12-01,NS012,P0049,102,11,69,160
INV0004084,2025-08-01,NS012,P0003,75,67,37,45
INV0000512,2025-01-01,NS015,P0007,175,0,17,192
INV0002869,2025-06-01,NS007,P0013,61,33,69,97
INV0001303,2025-03-01,NS008,P0015,152,10,1,143
INV0001361,2025-03-01,NS009,P0006,194,53,42,183
INV0004224,2025-09-01,NS001,P0001,22,15,,80
INV0002827,2025-06-01,NS006,P0030,40,12,31,59
INV0005220,2025-10-01,NS015,P0043,124,15,7,116
INV0000195,2025-01-01,NS006,P0038,46,12,10,44
INV0005375,2025-11-01,NS004,P0028,124,39,34,119
INV0000775,2025-02-01,NS008,P0043,171,46,82,207
INV0005889,2025-12-01,NS004,P0018,177,22,,209
INV0001850,2025-04-01,NS008,P0029,150,71,73,152
INV0002953,2025-06-01,NS010,P0046,47,5,38,80
INV0000016,2025-01-01,NS001,P0005,168,124,15,59
INV0005333,2025-11-01,NS003,P0043,50,7,,49
INV0004395,2025-09-01,NS006,P0050,188,105,1,84
INV0003020,2025-06-01,NS012,P0031,180,172,50,58
INV0003869,2025-08-01,NS006,P0042,150,103,28,75
INV0001691,2025-04-01,NS004,P0017,163,29,74,208
INV0002241,2025-05-01,NS005,P0019,196,14,13,195
INV0001188,2025-03-01,NS004,P0016,135,56,79,158
INV0003640,2025-07-01,NS014,P0003,38,21,42,59
INV0003971,2025-08-01,NS009,P0048,44,28,8,24
INV0006026,2025-12-01,NS008,P0025,42,3,43,82
INV0001032,2025-02-01,NS015,P0032,116,13,77,180
INV0000003,2025-01-01,NS001,P0044,123,56,23,90
INV0003747,2025-08-01,NS003,P0042,24,8,44,60
INV0002892,2025-06-01,NS008,P0020,175,77,94,192
INV0002524,2025-05-01,NS013,P0018,131,13,80,198
INV0002519,2025-05-01,NS012,P0006,165,75,76,166
INV0002591,2025-05-01,NS015,P0040,88,73,75,90
INV0001898,2025-04-01,NS010,P0030,115,110,65,70
INV0003153,2025-07-01,NS001,P0024,52,40,29,41
INV0006010,2025-12-01,NS007,P0025,166,26,76,216
INV0006132,2025-12-01,NS011,P0012,22,12,76,86
INV0001682,2025-04-01,NS004,P0026,59,34,37,62
INV0005237,2025-10-01,NS015,P0010,76,66,24,34
INV0002321,2025-05-01,NS007,P0028,181,126,64,119
INV0002276,2025-05-01,NS006,P0044,37,3,20,54
INV0002522,2025-05-01,NS013,P0035,151,24,9,136
INV0004312,2025-09-01,NS004,P0025,57,29,13,41
INV0004529,2025-09-01,NS010,P0017,44,9,17,52
INV0002840,2025-06-01,NS007,P0017,181,111,36,106
INV0000995,2025-02-01,NS014,P0011,59,2,,64
INV0000667,2025-02-01,NS005,P0001,88,39,66,115
INV0003575,2025-07-01,NS013,P0007,72,36,5,41
INV0003922,2025-08-01,NS008,P0019,83,25,73,131
INV0003247,2025-07-01,NS003,P0012,195,64,93,224
INV0000210,2025-01-01,NS006,P0032,115,11,84,188
INV0003864,2025-08-01,NS006,P0048,23,7,44,60
INV0001863,2025-04-01,NS009,P0046,35,8,12,39
INV0002372,2025-05-01,NS008,P0042,109,68,91,132
INV0000859,2025-02-01,NS010,P0014,98,14,56,140
INV0006066,2025-12-01,NS009,P0002,38,18,46,66
INV0002887,2025-06-01,NS008,P0023,66,60,65,71
INV0001380,2025-03-01,NS010,P0022,152,92,62,122
INV0005441,2025-11-01,NS006,P0039,154,106,4,52
INV0005878,2025-12-01,NS003,P0043,183,150,46,79
INV0000176,2025-01-01,NS006,P0036,66,21,79,124
INV0001214,2025-03-01,NS005,P0047,21,10,4,15
INV0000246,2025-01-01,NS008,P0012,187,88,66,165
INV0004238,2025-09-01,NS002,P0020,45,9,56,92
INV0000222,2025-01-01,NS007,P0030,63,25,30,68
INV0001669,2025-04-01,NS003,P0030,71,36,25,60
INV0000974,2025-02-01,NS013,P0047,42,34,90,98
INV0002401,2025-05-01,NS009,P0006,29,14,7,22
INV0004922,2025-10-01,NS006,P0002,148,63,91,176
INV0002718,2025-06-01,NS003,P0027,50,35,78,93
INV0005468,2025-11-01,NS007,P0014,175,68,0,107
INV0004066,2025-08-01,NS012,P0022,159,113,70,116
INV0000990,2025-02-01,NS014,P0049,148,41,35,142
INV0004450,2025-09-01,NS008,P0008,81,39,57,99
INV0004346,2025-09-01,NS005,P0045,164,148,82,98
INV0005175,2025-10-01,NS013,P0012,190,158,75,107
INV0001774,2025-04-01,NS006,P0030,181,166,21,36
INV0001137,2025-03-01,NS003,P0038,172,99,99,172
INV0002846,2025-06-01,NS007,P0047,132,98,5,39
INV0003659,2025-07-01,NS015,P0009,151,98,19,72
INV0004169,2025-08-01,NS015,P0029,78,27,80,131
INV0004705,2025-09-01,NS015,P0011,141,76,9,74
INV0002537,2025-05-01,NS013,P0045,174,57,78,195
INV0003053,2025-06-01,NS013,P0050,154,10,55,199
INV0004640,2025-09-01,NS013,P0021,199,123,13,89
INV0003579,2025-07-01,NS013,P0018,187,108,7,86
INV0003043,2025-06-01,NS012,P0038,53,22,65,96
INV0001077,2025-03-01,NS001,P0034,189,33,1,157
INV0001334,2025-03-01,NS009,P0018,91,59,50,82
INV0000223,2025-01-01,NS007,P0029,113,33,6,86
INV0001946,2025-04-01,NS011,P0005,163,158,5,10
INV0003413,2025-07-01,NS008,P0008,55,38,81,98
INV0001074,2025-03-01,NS001,P0018,168,127,99,140
INV0002710,2025-06-01,NS003,P0029,30,24,19,25
INV0002436,2025-05-01,NS010,P0002,87,22,20,85
INV0005620,2025-11-01,NS011,P0014,36,28,11,19
INV0000552,2025-02-01,NS001,P0012,53,30,0,23
INV0002544,2025-05-01,NS013,P0027,106,27,10,89
INV0001660,2025-04-01,NS003,P0046,133,43,25,115
INV0003137,2025-06-01,NS015,P0040,162,123,73,112
INV0002486,2025-05-01,NS012,P0026,127,46,14,95
INV0005157,2025-10-01,NS013,P0001,131,20,25,136
INV0001969,2025-04-01,NS012,P0047,45,40,60,65
INV0005580,2025-11-01,NS010,P0010,200,139,90,151
INV0005562,2025-11-01,NS009,P0009,82,5,40,117
INV0000523,2025-01-01,NS015,P0013,152,135,17,34
INV0005538,2025-11-01,NS009,P0042,119,82,24,61
INV0003510,2025-07-01,NS011,P0014,185,172,43,56
INV0003992,2025-08-01,NS010,P0010,116,98,39,57
INV0000250,2025-01-01,NS008,P0036,88,49,28,67
INV0000022,2025-01-01,NS001,P0048,75,43,93,125
INV0005708,2025-11-01,NS014,P0023,124,61,24,87
INV0005893,2025-12-01,NS004,P0045,26,11,82,97
INV0000870,2025-02-01,NS010,P0048,173,94,12,91
INV0005387,2025-11-01,NS004,P0033,98,93,83,88
INV0003871,2025-08-01,NS006,P0046,138,74,13,77
INV0002574,2025-05-01,NS014,P0045,60,33,8,35
INV0004386,2025-09-01,NS006,P0006,96,1,19,114
INV0003741,2025-08-01,NS002,P0015,135,95,44,84
INV0002126,2025-05-01,NS001,P0007,91,79,,18
INV0001690,2025-04-01,NS004,P0015,199,134,38,103
INV0005973,2025-12-01,NS006,P0046,80,27,11,64
INV0000961,2025-02-01,NS013,P0034,62,49,8,21
INV0002079,2025-04-01,NS015,P0014,174,1,99,272
INV0000441,2025-01-01,NS013,P0042,147,19,73,201
INV0004924,2025-10-01,NS006,P0015,68,47,40,61
INV0003858,2025-08-01,NS006,P0040,68,53,20,35
INV0001893,2025-04-01,NS010,P0040,114,76,63,101
INV0001409,2025-03-01,NS011,P0002,63,27,,134
INV0004575,2025-09-01,NS011,P0012,50,15,80,115
INV0001267,2025-03-01,NS007,P0048,161,108,52,105
INV0000885,2025-02-01,NS011,P0010,35,4,,127
INV0000105,2025-01-01,NS003,P0028,76,4,0,72
INV0005751,2025-11-01,NS015,P0030,165,155,38,48
INV0002133,2025-05-01,NS001,P0008,158,115,16,59
INV0004344,2025-09-01,NS005,P0006,77,34,4,47
INV0004688,2025-09-01,NS014,P0048,110,86,76,100
INV0005094,2025-10-01,NS011,P0007,153,129,62,86
INV0003118,2025-06-01,NS015,P0037,85,32,87,140
INV0001126,2025-03-01,NS003,P0005,46,3,99,142
INV0003645,2025-07-01,NS015,P0016,91,80,45,56
INV0004700,2025-09-01,NS015,P0014,41,14,81,108
INV0004502,2025-09-01,NS009,P0006,42,14,47,75
INV0003484,2025-07-01,NS010,P0006,143,98,41,86
INV0005960,2025-12-01,NS006,P0042,68,61,15,22
INV0002076,2025-04-01,NS015,P0013,62,40,76,98
INV0001847,2025-04-01,NS008,P0035,22,4,77,95
INV0003314,2025-07-01,NS005,P0034,122,48,43,117
INV0005365,2025-11-01,NS004,P0044,40,10,11,41
INV0002697,2025-06-01,NS003,P0040,101,67,37,71
INV0001056,2025-03-01,NS001,P0007,93,39,26,80
INV0001484,2025-03-01,NS013,P0029,161,90,94,165
INV0003878,2025-08-01,NS006,P0036,191,174,6,23
INV0004509,2025-09-01,NS009,P0005,173,124,50,99
INV0001194,2025-03-01,NS005,P0009,157,126,27,58
INV0000779,2025-02-01,NS008,P0035,63,17,,136
INV0003554,2025-07-01,NS012,P0026,98,72,36,62
INV0001005,2025-02-01,NS014,P0025,159,42,18,135
INV0005485,2025-11-01,NS007,P0043,144,114,53,83
INV0004778,2025-10-01,NS002,P0018,42,35,17,24
INV0001659,2025-04-01,NS003,P0016,128,76,4,56
INV0002006,2025-04-01,NS013,P0003,94,29,75,140
INV0001160,2025-03-01,NS004,P0001,146,87,21,80
INV0002024,2025-04-01,NS013,P0024,180,149,10,41
INV0002563,2025-05-01,NS014,P0046,45,27,3,21
INV0001255,2025-03-01,NS006,P0034,105,85,88,108
INV0003755,2025-08-01,NS003,P0039,77,70,70,77
INV0002035,2025-04-01,NS014,P0033,73,33,10,50
INV0005853,2025-12-01,NS003,P0024,124,43,,113
INV0002217,2025-05-01,NS004,P0048,183,14,90,259
INV0001514,2025-03-01,NS014,P0036,166,142,99,123
INV0001348,2025-03-01,NS009,P0037,175,2,24,197
INV0000341,2025-01-01,NS010,P0037,191,161,25,55
INV0005502,2025-11-01,NS008,P0050,90,76,33,47
INV0001559,2025-03-01,NS015,P0024,36,10,,62
INV0005824,2025-12-01,NS002,P0016,43,22,41,62
INV0004902,2025-10-01,NS006,P0004,198,145,41,94
INV0001193,2025-03-01,NS005,P0043,92,7,40,125
INV0001206,2025-03-01,NS005,P0035,152,117,12,47
INV0005256,2025-11-01,NS001,P0036,127,118,58,67
INV0001455,2025-03-01,NS012,P0026,163,116,67,114
INV0003808,2025-08-01,NS004,P0042,104,73,97,128
INV0000030,2025-01-01,NS001,P0003,137,116,22,43
INV0004054,2025-08-01,NS011,P0012,177,167,32,42
INV0001765,2025-04-01,NS006,P0036,166,98,23,91
INV0005786,2025-12-01,NS001,P0034,56,28,61,89
INV0000634,2025-02-01,NS004,P0034,99,60,85,124
INV0000451,2025-01-01,NS013,P0027,165,120,37,82
INV0003577,2025-07-01,NS013,P0029,43,4,60,99
INV0002937,2025-06-01,NS009,P0046,50,22,22,50
INV0004087,2025-08-01,NS012,P0036,59,33,65,91
INV0000777,2025-02-01,NS008,P0047,176,134,11,53
INV0001367,2025-03-01,NS010,P0027,179,64,68,183
INV0004612,2025-09-01,NS012,P0019,189,38,14,165
INV0005655,2025-11-01,NS012,P0020,85,3,70,152
INV0001262,2025-03-01,NS007,P0026,131,108,,78
INV0003749,2025-08-01,NS003,P0006,134,107,27,54
INV0003456,2025-07-01,NS009,P0044,186,83,67,170
INV0004298,2025-09-01,NS003,P0042,62,36,71,97
INV0000423,2025-01-01,NS013,P0034,46,13,90,123
INV0005503,2025-11-01,NS008,P0032,33,13,90,110
INV0003185,2025-07-01,NS001,P0006,149,49,76,176
INV0000822,2025-02-01,NS009,P0008,103,58,71,116
INV0005707,2025-11-01,NS014,P0041,31,5,,37
INV0002378,2025-05-01,NS008,P0025,90,32,13,71
INV0001947,2025-04-01,NS011,P0029,184,86,27,125
INV0001066,2025-03-01,NS001,P0025,55,49,32,38
INV0005858,2025-12-01,NS003,P0006,177,19,17,175
INV0000120,2025-01-01,NS004,P0041,28,12,66,82
INV0002203,2025-05-01,NS003,P0029,97,8,66,155
INV0002048,2025-04-01,NS014,P0035,134,39,95,190
INV0004600,2025-09-01,NS012,P0014,189,120,76,145
INV0000026,2025-01-01,NS001,P0029,139,125,71,85
INV0006199,2025-12-01,NS013,P0011,27,3,26,50
INV0001656,2025-04-01,NS003,P0034,119,96,41,64
INV0002511,2025-05-01,NS012,P0028,49,37,46,58
INV0000299,2025-01-01,NS009,P0037,126,104,37,59
INV0002052,2025-04-01,NS014,P0047,120,104,95,111
INV0005384,2025-11-01,NS004,P0027,35,15,49,69
INV0000922,2025-02-01,NS012,P0033,121,47,61,135
INV0001208,2025-03-01,NS005,P0042,146,54,71,163
INV0004340,2025-09-01,NS004,P0041,193,17,89,265
INV0003205,2025-07-01,NS002,P0031,28,16,5,17
INV0002981,2025-06-01,NS011,P0047,50,23,18,45
INV0002349,2025-05-01,NS008,P0015,115,77,14,52
INV0000727,2025-02-01,NS006,P0034,113,3,96,206
INV0005936,2025-12-01,NS005,P0032,137,101,53,89
INV0005561,2025-11-01,NS009,P0026,90,10,41,121
INV0003994,2025-08-01,NS010,P0042,102,8,51,145
INV0005199,2025-10-01,NS014,P0038,107,76,35,66
INV0004906,2025-10-01,NS006,P0027,132,21,97,208
INV0000546,2025-02-01,NS001,P0046,58,10,15,63
INV0002317,2025-05-01,NS007,P0029,85,42,,134
INV0000260,2025-01-01,NS008,P0007,179,32,8,155
INV0005061,2025-10-01,NS010,P0027,22,6,41,57
INV0002145,2025-05-01,NS002,P0050,47,25,63,85
INV0002668,2025-06-01,NS002,P0002,88,24,79,143
INV0003732,2025-08-01,NS002,P0014,111,61,32,82
INV0005828,2025-12-01,NS002,P0024,103,65,90,128
INV0003759,2025-08-01,NS003,P0014,24,6,32,50
INV0001575,2025-03-01,NS015,P0006,82,65,22,39
INV0005892,2025-12-01,NS004,P0029,190,139,76,127
INV0004497,2025-09-01,NS009,P0013,158,60,,196
INV0001891,2025-04-01,NS010,P0043,175,93,53,135
INV0004175,2025-08-01,NS015,P0012,113,102,18,29
INV0005640,2025-11-01,NS012,P0014,142,101,64,105
INV0002085,2025-04-01,NS015,P0006,31,17,19,33
INV0001600,2025-04-01,NS001,P0038,40,31,56,65
INV0005924,2025-12-01,NS005,P0008,139,36,97,200
INV0000088,2025-01-01,NS003,P0035,82,39,50,93
INV0003273,2025-07-01,NS004,P0002,128,114,16,30
INV0002369,2025-05-01,NS008,P0005,33,25,81,89
INV0000871,2025-02-01,NS010,P0003,167,31,24,160
INV0000602,2025-02-01,NS003,P0048,73,68,50,55
INV0000664,2025-02-01,NS004,P0035,37,29,72,80
INV0000966,2025-02-01,NS013,P0043,158,123,8,43
INV0001264,2025-03-01,NS007,P0028,123,32,5,96
INV0006103,2025-12-01,NS010,P0037,99,63,47,83
INV0000580,2025-02-01,NS002,P0006,48,10,27,65
INV0005393,2025-11-01,NS005,P0009,58,37,27,48
INV0002072,2025-04-01,NS015,P0050,112,88,65,89
INV0004992,2025-10-01,NS008,P0018,64,4,12,72
INV0004225,2025-09-01,NS001,P0034,112,72,62,102
INV0000592,2025-02-01,NS002,P0041,196,105,34,125
INV0005572,2025-11-01,NS010,P0043,101,56,52,97
INV0003630,2025-07-01,NS014,P0002,85,69,12,28
INV0000368,2025-01-01,NS011,P0004,140,134,74,80
INV0000446,2025-01-01,NS013,P0002,139,27,48,160
INV0002294,2025-05-01,NS006,P0040,92,39,33,86
INV0002086,2025-04-01,NS015,P0041,45,0,56,101
INV0005775,2025-11-01,NS015,P0033,83,60,82,105
INV0003681,2025-08-01,NS001,P0009,117,33,43,127
INV0005457,2025-11-01,NS006,P0014,32,0,71,103
INV0001394,2025-03-01,NS010,P0009,139,131,6,14
INV0000579,2025-02-01,NS002,P0042,108,54,59,113
INV0004217,2025-09-01,NS001,P0047,176,51,87,212
INV0001593,2025-04-01,NS001,P0007,150,140,48,58
INV0001382,2025-03-01,NS010,P0029,42,22,96,116
INV0001568,2025-03-01,NS015,P0035,171,84,98,185
INV0002878,2025-06-01,NS008,P0030,98,0,31,129
INV0005232,2025-10-01,NS015,P0022,94,72,,79
INV0001256,2025-03-01,NS006,P0026,132,83,36,85
INV0000130,2025-01-01,NS004,P0032,32,23,44,53
INV0002169,2025-05-01,NS002,P0014,118,57,10,71
INV0002280,2025-05-01,NS006,P0036,132,108,95,119
INV0005185,2025-10-01,NS014,P0021,168,125,16,59
INV0003393,2025-07-01,NS007,P0014,162,68,46,140
INV0001161,2025-03-01,NS004,P0050,108,23,88,173
INV0004764,2025-10-01,NS002,P0031,59,35,92,116
INV0006280,2025-12-01,NS015,P0049,60,51,99,108
INV0003310,2025-07-01,NS005,P0013,46,20,39,65
INV0005166,2025-10-01,NS013,P0040,39,15,9,33
INV0001733,2025-04-01,NS005,P0044,110,31,100,179
INV0001405,2025-03-01,NS011,P0046,175,25,68,218
INV0006271,2025-12-01,NS015,P0034,79,32,38,85
INV0001456,2025-03-01,NS012,P0031,184,164,40,60
INV0002339,2025-05-01,NS007,P0044,194,127,94,161
INV0004057,2025-08-01,NS011,P0047,159,118,29,70
INV0004095,2025-08-01,NS012,P0037,174,91,88,171
INV0000200,2025-01-01,NS006,P0030,109,91,44,62
INV0003872,2025-08-01,NS006,P0006,172,128,64,108
INV0003274,2025-07-01,NS004,P0031,174,54,10,130
INV0002147,2025-05-01,NS002,P0004,166,73,97,190
INV0002831,2025-06-01,NS006,P0047,48,24,30,54
INV0004476,2025-09-01,NS008,P0010,96,22,,156
INV0005405,2025-11-01,NS005,P0013,121,98,3,26
INV0001794,2025-04-01,NS007,P0042,54,13,32,73
INV0005267,2025-11-01,NS001,P0047,46,21,17,42
INV0006106,2025-12-01,NS010,P0019,84,3,73,154
INV0005506,2025-11-01,NS008,P0041,31,7,79,103
INV0000472,2025-01-01,NS014,P0036,99,89,69,79
INV0004648,2025-09-01,NS013,P0041,121,102,35,54
INV0004953,2025-10-01,NS007,P0001,93,44,38,87
INV0002605,2025-05-01,NS015,P0003,83,19,34,98
INV0001198,2025-03-01,NS005,P0030,191,135,15,71
INV0001142,2025-03-01,NS003,P0044,159,121,66,104
INV0002462,2025-05-01,NS011,P0030,117,111,60,66
INV0000703,2025-02-01,NS006,P0038,93,58,2,37
INV0005736,2025-11-01,NS014,P0038,193,54,20,159
INV0003173,2025-07-01,NS001,P0013,76,27,34,83
INV0002602,2025-05-01,NS015,P0037,111,92,86,105
INV0003895,2025-08-01,NS007,P0021,127,56,45,116
INV0001305,2025-03-01,NS008,P0002,172,85,64,151
INV0000145,2025-01-01,NS005,P0038,41,25,27,43
INV0004492,2025-09-01,NS009,P0025,192,161,21,52
INV0004178,2025-08-01,NS015,P0033,63,40,42,65
INV0001517,2025-03-01,NS014,P0013,63,37,54,80
INV0005029,2025-10-01,NS009,P0049,61,13,89,137
INV0003942,2025-08-01,NS008,P0049,121,28,84,177
INV0000482,2025-01-01,NS014,P0019,183,37,79,225
INV0000858,2025-02-01,NS010,P0038,86,64,39,61
INV0000129,2025-01-01,NS004,P0023,153,47,88,194
INV0000427,2025-01-01,NS013,P0001,177,155,63,85
INV0001614,2025-04-01,NS002,P0024,192,160,72,104
INV0001814,2025-04-01,NS007,P0032,67,2,89,154
INV0000699,2025-02-01,NS005,P0006,53,16,70,107
INV0001355,2025-03-01,NS009,P0033,185,107,23,101
INV0000187,2025-01-01,NS006,P0017,171,20,76,227
INV0001914,2025-04-01,NS010,P0023,153,125,43,71
INV0004946,2025-10-01,NS007,P0036,87,50,2,39
INV0006194,2025-12-01,NS012,P0021,136,65,4,75
INV0004324,2025-09-01,NS004,P0021,130,41,78,167
INV0005258,2025-11-01,NS001,P0017,142,23,84,203
INV0002144,2025-05-01,NS002,P0016,189,79,57,167
INV0000771,2025-02-01,NS008,P0014,158,14,70,214
INV0005493,2025-11-01,NS007,P0050,131,72,13,72
INV0001322,2025-03-01,NS008,P0041,27,4,15,38
INV0005646,2025-11-01,NS012,P0026,98,18,41,121
INV0001410,2025-03-01,NS011,P0019,110,19,67,158
INV0005639,2025-11-01,NS012,P0012,24,10,16,30
INV0004768,2025-10-01,NS002,P0032,110,101,44,53
INV0004535,2025-09-01,NS010,P0023,114,30,37,121
INV0002165,2025-05-01,NS002,P0047,60,35,12,37
INV0004623,2025-09-01,NS013,P0047,84,63,10,31
INV0005612,2025-11-01,NS011,P0023,151,58,6,99
INV0006003,2025-12-01,NS007,P0023,184,33,35,186
INV0005692,2025-11-01,NS013,P0032,177,57,93,213
INV0000878,2025-02-01,NS011,P0034,151,8,53,196
INV0000836,2025-02-01,NS009,P0035,42,3,12,51
INV0006126,2025-12-01,NS011,P0004,53,46,35,42
INV0002328,2025-05-01,NS007,P0009,129,18,10,121
INV0004619,2025-09-01,NS012,P0001,30,0,0,30
INV0005553,2025-11-01,NS009,P0036,130,70,5,65
INV0001089,2025-03-01,NS002,P0001,197,36,90,251
INV0003386,2025-07-01,NS007,P0029,42,13,23,52
INV0005033,2025-10-01,NS009,P0009,191,130,62,123
INV0004094,2025-08-01,NS012,P0044,82,41,50,91
INV0004920,2025-10-01,NS006,P0013,36,3,93,126
INV0002213,2025-05-01,NS004,P0037,92,71,41,62
INV0003967,2025-08-01,NS009,P0034,146,114,80,112
INV0005162,2025-10-01,NS013,P0042,160,79,43,124
INV0005542,2025-11-01,NS009,P0023,31,9,74,96
INV0000464,2025-01-01,NS014,P0004,127,61,13,79
INV0002121,2025-05-01,NS001,P0042,107,94,63,76
INV0005615,2025-11-01,NS011,P0020,97,11,53,139
INV0006258,2025-12-01,NS014,P0041,77,62,29,44
INV0000175,2025-01-01,NS005,P0048,23,7,83,99
INV0001515,2025-03-01,NS014,P0031,40,11,2,31
INV0005122,2025-10-01,NS012,P0024,147,23,18,142
INV0001519,2025-03-01,NS014,P0042,199,59,21,161
INV0004129,2025-08-01,NS013,P0042,198,115,42,125
INV0001499,2025-03-01,NS013,P0004,191,10,10,191
INV0005193,2025-10-01,NS014,P0030,72,49,54,77
INV0001483,2025-03-01,NS013,P0003,165,124,33,74
INV0001491,2025-03-01,NS013,P0036,150,110,89,129
INV0005280,2025-11-01,NS001,P0028,117,67,10,60
INV0006025,2025-12-01,NS008,P0035,82,16,100,166
INV0000723,2025-02-01,NS006,P0030,196,158,1,39
INV0005089,2025-10-01,NS011,P0047,107,64,80,123
INV0002301,2025-05-01,NS006,P0011,158,81,71,148
INV0002740,2025-06-01,NS004,P0008,122,36,50,136
INV0004460,2025-09-01,NS008,P0031,123,45,,166
INV0005350,2025-11-01,NS003,P0002,190,32,60,218
INV0001861,2025-04-01,NS009,P0031,35,24,16,27
INV0006244,2025-12-01,NS014,P0029,104,62,39,81
INV0004642,2025-09-01,NS013,P0044,199,43,37,193
INV0004843,2025-10-01,NS004,P0033,85,15,80,150
INV0005021,2025-10-01,NS009,P0011,120,111,79,88
INV0006055,2025-12-01,NS008,P0006,178,145,2,35
INV0006060,2025-12-01,NS009,P0015,165,121,,82
INV0002172,2025-05-01,NS003,P0036,179,6,44,217
INV0004270,2025-09-01,NS002,P0012,40,0,77,117
INV0004212,2025-09-01,NS001,P0029,27,4,62,85
INV0003818,2025-08-01,NS005,P0046,184,112,70,142
INV0003038,2025-06-01,NS012,P0043,85,19,35,101
INV0000709,2025-02-01,NS006,P0015,62,35,96,123
INV0004834,2025-10-01,NS004,P0024,177,113,0,64
INV0000172,2025-01-01,NS005,P0028,32,2,60,90
INV0001913,2025-04-01,NS010,P0012,159,78,46,127
INV0001096,2025-03-01,NS002,P0021,116,3,79,192
INV0002852,2025-06-01,NS007,P0011,37,5,4,36
INV0005915,2025-12-01,NS004,P0032,72,56,,22
INV0002118,2025-05-01,NS001,P0015,181,75,63,169
INV0003543,2025-07-01,NS012,P0028,126,2,55,179
INV0003983,2025-08-01,NS009,P0006,172,15,,202
INV0005148,2025-10-01,NS013,P0016,29,11,55,73
INV0005512,2025-11-01,NS008,P0015,166,35,20,151
INV0005650,2025-11-01,NS012,P0031,153,87,86,152
INV0000706,2025-02-01,NS006,P0008,69,11,,133
INV0002650,2025-06-01,NS001,P0049,181,170,44,55
INV0000491,2025-01-01,NS015,P0024,148,60,53,141
INV0002387,2025-05-01,NS009,P0015,106,46,8,68
INV0000826,2025-02-01,NS009,P0019,120,41,41,120
INV0002388,2025-05-01,NS009,P0002,31,24,44,51
INV0000627,2025-02-01,NS003,P0030,86,81,83,88
INV0002940,2025-06-01,NS009,P0003,128,101,52,79
INV0006235,2025-12-01,NS014,P0006,193,100,53,146
INV0004741,2025-10-01,NS001,P0041,128,54,87,161
INV0000220,2025-01-01,NS007,P0037,91,17,61,135
INV0005721,2025-11-01,NS014,P0017,37,30,17,24
INV0005272,2025-11-01,NS001,P0019,119,105,32,46
INV0004421,2025-09-01,NS007,P0036,81,48,10,43
INV0005415,2025-11-01,NS005,P0043,100,11,18,107
INV0004928,2025-10-01,NS006,P0009,172,81,37,128
INV0000092,2025-01-01,NS003,P0033,153,100,3,56
INV0005270,2025-11-01,NS001,P0030,30,21,6,15
INV0006208,2025-12-01,NS013,P0046,23,13,75,85
INV0004873,2025-10-01,NS005,P0023,58,26,40,72
INV0002357,2025-05-01,NS008,P0024,112,46,1,67
INV0002298,2025-05-01,NS006,P0017,123,66,72,129
INV0004514,2025-09-01,NS009,P0008,41,5,14,50
INV0005946,2025-12-01,NS005,P0007,54,29,69,94
INV0003528,2025-07-01,NS011,P0019,130,85,,110
INV0002383,2025-05-01,NS009,P0046,49,26,37,60
INV0005285,2025-11-01,NS001,P0011,35,13,33,55
INV0003564,2025-07-01,NS012,P0014,137,42,27,122
INV0003592,2025-07-01,NS013,P0031,157,0,86,243
INV0002430,2025-05-01,NS010,P0044,75,15,12,72
INV0005127,2025-10-01,NS012,P0030,49,26,93,116
INV0005739,2025-11-01,NS014,P0037,98,42,80,136
INV0000640,2025-02-01,NS004,P0050,134,44,87,177
INV0004319,2025-09-01,NS004,P0030,69,34,68,103
INV0003497,2025-07-01,NS010,P0038,95,72,64,87
INV0004431,2025-09-01,NS007,P0014,56,44,68,80
INV0004726,2025-10-01,NS001,P0011,174,120,6,60
INV0005069,2025-10-01,NS010,P0021,35,28,52,59
INV0004461,2025-09-01,NS008,P0007,171,30,15,156
INV0002810,2025-06-01,NS006,P0001,141,49,51,143
INV0000689,2025-02-01,NS005,P0047,91,25,61,127
INV0003932,2025-08-01,NS008,P0047,144,120,55,79
INV0001053,2025-03-01,NS001,P0013,26,5,86,107
INV0003001,2025-06-01,NS011,P0031,47,22,75,100
